ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2607071J65H3N4,Đang chờ xử lý,237053894221144,2026-07-06 23:18:14,,2026-07-06 23:17:51,Thảo Nhà Quê,309511009,Preferred(Non-CB),11678763591,Chuối sấy không đường giòn loại 1 ngọt tự nhiên trái cây sấy khô không chất bảo quản 500g - Đồ ăn vặt ngon healthy,141047344787,Normal Product,0_469480342373610_1,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,58325,4,XTRA Comm,,233300,,3.50%,8165.5,7.00%,16331,24496.5,8165.5,16331,24496.5,,0,0.00%,0,100.00%,24496.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607071HFFSRS3,Đang chờ xử lý,237053133236495,2026-07-06 23:05:33,,2026-07-06 23:04:20,Nutifood GrowPLUS Official ,915815268,Shopee Mall(Non-CB),28457759111,"Thùng 24 hộp SBPS Nutifood GrowPLUS+ Suy Dinh Dưỡng (Đỏ) Ít đường 110ml - Tăng Cân, Tăng Chiều Cao (Bao bì tùy lô hàng)",241370332777,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa pha sẵn,255000,1,XTRA Comm,,183600,,3.50%,6426,6.00%,11016,17442,6426,11016,17442,,0,0.00%,0,100.00%,17442,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607061CFEHRQY,Hoàn thành,237047763218772,2026-07-06 21:36:04,2026-07-08 18:26:51,2026-07-06 20:21:12,Cocoon Vietnam Chính Hãng,175753395,Shopee Mall(Non-CB),20711497482,Bigsize - Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 310ml,200651690792,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sữa rửa mặt,254150,1,XTRA Comm,,153605,,3.50%,5376.175,3.00%,4608.15,9984.325,5376.175,4608.15,9984.325,,0,0.00%,0,100.00%,9984.325,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,,,,,,Websites
260706174N3DFV,Đang chờ xử lý,237042032286230,2026-07-06 20:00:32,,2026-07-06 20:00:18,TiemTraAnNhien,1854449662,C2C(Non-CB),54361995475,Trà trinh Nữ Hoàng Cung Xạ Đen - Cải Thiện Vấn Đề Về Phụ Khoa - Bồi Bổ Khí Huyết - Chống ôxi hoá,366042700175,Normal Product,,Thực phẩm và đồ uống,Đồ uống,Trà & trà túi lọc,149999,1,XTRA Comm,,119999,,3.50%,4199.965,10.00%,11999.9,16199.865,4199.965,11999.9,16199.865,,0,0.00%,0,100.00%,16199.865,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070615BSFKJT,Hoàn thành,237040124275749,2026-07-06 19:28:44,2026-07-08 11:42:02,2026-07-06 19:27:51,VN_Torriden Official Store,436346871,Shopee Mall(CB),21771607962,"[Torriden Chính hãng] [SET] Serum và kem dưỡng làm dịu da DIVE IN, 50ml+100ml",220787297987,Normal Product,476751239660203_0_0,Sắc Đẹp,Bộ sản phẩm làm đẹp,,579600,1,XTRA Comm,,369323,,3.50%,12926.305,15.00%,55398.45,68324.755,12926.305,55398.45,68324.755,,0,0.00%,0,100.00%,68324.755,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070615BSFKJT,Hoàn thành,237040124275749,2026-07-06 19:28:44,2026-07-08 11:42:02,2026-07-06 19:27:51,VN_Torriden Official Store,436346871,Shopee Mall(CB),56613297473,[1 miếng] [Hàng Tặng Kèm Không Bán] Torriden Mặt nạ giấy dưỡng trắng sáng da CELLMAZING chứa Vitamin C,351151086455,Normal Product,476751239660203_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070612S6T631,Hoàn thành,237037353234353,2026-07-06 18:42:34,2026-07-09 16:38:02,2026-07-06 18:42:08,GOTI Official Store,127644270,Shopee Mall(Non-CB),14699398258,"GOTI Phụ Kiện Tóc , Kẹp Tóc Kim Loại Hàn Quốc Cỡ Lớn Hottrend Kẹp Càng Cua Hoa Nơ Cho Nữ KC612",128741166673,Normal Product,456400057217580_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,0,1,Shopee Comm,,0,,7.00%,0,0.00%,0,0,4095,0,4095,,0,0.00%,0,100.00%,4095,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070612S6T631,Hoàn thành,237037353234353,2026-07-06 18:42:34,2026-07-09 16:38:02,2026-07-06 18:42:08,GOTI Official Store,127644270,Shopee Mall(Non-CB),16095985301,GOTI Kẹp Quấn Tóc Búi Dự Tiệc Sang Trọng Quà Cho Nữ 20/10 8/3 Dụng Cụ Tạo Kiểu Búi Tóc Đẹp KC401,99437911629,Normal Product,456400057217580_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,0,1,Shopee Comm,,0,,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070612S6T631,Hoàn thành,237037353234353,2026-07-06 18:42:34,2026-07-09 16:38:02,2026-07-06 18:42:08,GOTI Official Store,127644270,Shopee Mall(Non-CB),20183532872,"GOTI Kẹp Tóc Hoa, Kẹp Tóc Càng Cua Kim Loại Đính Hạt Phụ Kiện Trang Trí Quà Tặng Nữ 20-10 8-3 KC605",119004597146,Normal Product,456400057217580_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,0,1,Shopee Comm,,0,,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070612S6T631,Hoàn thành,237037353234353,2026-07-06 18:42:34,2026-07-09 16:38:02,2026-07-06 18:42:08,GOTI Official Store,127644270,Shopee Mall(Non-CB),23577906277,"GOTI – Phụ Kiện Nữ - Quà Tặng Mẹ, Bà, Người Lớn Tuổi Kẹp Tóc Hình Bông Hoa Đính Đá Nhiều Màu KT201",69383090200,Normal Product,456400057217580_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,0,1,Shopee Comm,,0,,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070612S6T631,Hoàn thành,237037353234353,2026-07-06 18:42:34,2026-07-09 16:38:02,2026-07-06 18:42:08,GOTI Official Store,127644270,Shopee Mall(Non-CB),25820428042,GOTI Quà Tặng Cho Nữ 20/10 8/3 Thanh Lịch - Kẹp Tóc Đuôi Ngựa Dạng Tròn Đính Đá Chéo Ziczac KC6015,208694552100,Normal Product,456400057217580_0_0,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,39000,2,Shopee Comm,,58500,,7.00%,4095,0.00%,0,4095,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070611XWPEGP,Đang chờ xử lý,237036471259082,2026-07-06 18:27:53,,2026-07-06 18:26:36,Con Cưng Official Store,27495839,Shopee Mall(Non-CB),40324021851,Thực phẩm dinh dưỡng y học cho trẻ 1-10 tuổi: Pediasure hương vani (110ml) (Lốc 4) - Con Cưng,291951233916,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa pha sẵn,107000,5,Shopee Comm,,438700,,3.50%,15354.5,0.00%,0,15354.5,15354.5,0,15354.5,,0,0.00%,0,100.00%,15354.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070610S3FV4T,Hoàn thành,237035201260368,2026-07-06 18:06:49,2026-07-08 11:42:10,2026-07-06 18:06:02,VN_Torriden Official Store,436346871,Shopee Mall(CB),56613297473,[1 miếng] [Hàng Tặng Kèm Không Bán] Torriden Mặt nạ giấy dưỡng trắng sáng da CELLMAZING chứa Vitamin C,351151086455,Normal Product,476751239660203_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,12926.305,55398.45,68324.755,,0,0.00%,0,100.00%,68324.755,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070610S3FV4T,Hoàn thành,237035201260368,2026-07-06 18:06:49,2026-07-08 11:42:10,2026-07-06 18:06:02,VN_Torriden Official Store,436346871,Shopee Mall(CB),21771607962,"[Torriden Chính hãng] [SET] Serum và kem dưỡng làm dịu da DIVE IN, 50ml+100ml",220787297987,Normal Product,476751239660203_0_0,Sắc Đẹp,Bộ sản phẩm làm đẹp,,579600,1,XTRA Comm,,369323,,3.50%,12926.305,15.00%,55398.45,68324.755,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060Y3U7GRX,Hoàn thành,237033415215614,2026-07-06 17:36:55,2026-07-08 18:52:33,2026-07-06 17:36:08,VN milk,76353061,Preferred(Non-CB),17257318287,"Sữa bột Nutifood Grow Plus (GrowPlus+) Xanh biếng ăn 1,5kg ( Mẫu Mới )",310807043054,Normal Product,469819900637323_0_0,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa công thức,2200000,1,Shopee Comm,,1716000,,3.50%,50000,0.00%,0,50000,50000,0,50000,,0,0.00%,0,100.00%,50000,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2607060Y3U7GRX,Hoàn thành,237033415215614,2026-07-06 17:36:55,2026-07-08 18:52:33,2026-07-06 17:36:08,VN milk,76353061,Preferred(Non-CB),27135950618,Quà tặng khuyến mãi các loại,198499615179,Normal Product,469819900637323_0_0,Văn Phòng Phẩm,Quà Tặng - Giấy Gói,Hộp Quà Tặng,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2607060WHDKEVB,Hoàn thành,237031723200348,2026-07-06 17:08:43,2026-07-09 16:38:14,2026-07-06 17:08:23,Myphamxanh86,25435857,Preferred(Non-CB),24169978861,Son thỏi lì lipsicy dưỡng môi chuẩn màu lì mềm mượt lâu trôi son thiên nhiên dùng được cho bà bầu 4g,236152524300,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm dưỡng môi,39222,1,XTRA Comm,,39222,,3.50%,1372.77,20.00%,7844.4,9217.17,1372.77,7844.4,9217.17,,0,0.00%,0,100.00%,9217.17,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060TXXTGV8,Hoàn thành,237028956247396,2026-07-06 16:22:36,2026-07-10 09:34:19,2026-07-06 16:20:22,JADE RABBIT,1191417315,C2C(Non-CB),24317519977,Tất Hình Thú Vớ Hình Thú 3D Siêu Kute Cho Bé Sơ Sinh 114/115,255430740999,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Phụ kiện trẻ em & trẻ sơ sinh,Tất,15484,1,XTRA Comm,,15484,,7.00%,1083.88,8.00%,1238.72,2322.6,1083.88,1238.72,2322.6,,0,0.00%,0,100.00%,2322.6,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
2607060T7EB6DD,Hoàn thành,237028167213510,2026-07-06 16:09:27,2026-07-09 12:33:10,2026-07-06 16:09:11,Ponika.Store,1666199895,Shopee Mall(Non-CB),52750750897,"Giá Đỡ Điện Thoại A29 Hình Thác Nước Không Chắn Tầm Nhìn Lái Xe,Kẹp Giữ Điện Thoại Gắn Kính Xoay 360",430067945015,Normal Product,451175795736848_0_0,Phụ tùng & Phụ kiện xe cơ giới,Phụ kiện nội thất ô tô,Sạc điện thoại và giá gắn,66000,1,XTRA Comm,,56918,,3.50%,1992.13,8.00%,4553.44,6545.57,1992.13,4553.44,6545.57,,0,0.00%,0,100.00%,6545.57,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060T7EB6DD,Hoàn thành,237028167213510,2026-07-06 16:09:27,2026-07-09 12:33:10,2026-07-06 16:09:11,Ponika.Store,1666199895,Shopee Mall(Non-CB),57562730687,Vệ Sinh Nội Thất Ô Tô MC4 - Chính Hãng PONIKA Đánh Bay Vết Bẩn Mà Không Gây Hại Cho Bề Mặt,336105312005,Normal Product,451175795736848_0_0,Phụ tùng & Phụ kiện xe cơ giới,Chăm sóc xe cơ giới,Khác,0,1,XTRA Comm,,0,,3.50%,0,15.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060RKQPSD2,Hoàn thành,237026432209663,2026-07-06 15:40:33,2026-07-07 17:12:42,2026-07-06 15:39:58,VN_Torriden Official Store,436346871,Shopee Mall(CB),21771607962,"[Torriden Chính hãng] [SET] Serum và kem dưỡng làm dịu da DIVE IN, 50ml+100ml",220787297987,Normal Product,476751239660203_0_0,Sắc Đẹp,Bộ sản phẩm làm đẹp,,579600,1,XTRA Comm,,369323,,3.50%,12926.305,15.00%,55398.45,68324.755,12926.305,55398.45,68324.755,,0,0.00%,0,100.00%,68324.755,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060RKQPSD2,Hoàn thành,237026432209663,2026-07-06 15:40:33,2026-07-07 17:12:42,2026-07-06 15:39:58,VN_Torriden Official Store,436346871,Shopee Mall(CB),56613297473,[1 miếng] [Hàng Tặng Kèm Không Bán] Torriden Mặt nạ giấy dưỡng trắng sáng da CELLMAZING chứa Vitamin C,351151086455,Normal Product,476751239660203_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060QGUXKAH,Hoàn thành,237025262246745,2026-07-06 15:21:02,2026-07-10 02:02:24,2026-07-06 15:20:45,Quỳnh Giày VN,30619656,C2C(Non-CB),45612268819,Sục Cho Bé Trai Và Gái (Charm ngẫu nhiên ) Đủ Size Kèm Charm Màu Trắng Và Xanh Nhẹ,316063958552,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Giày bé trai,Dép quai hậu,109000,1,XTRA Comm,,95920,,7.00%,6714.4,10.00%,9592,16306.4,6714.4,9592,16306.4,,0,0.00%,0,100.00%,16306.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060KK971D6,Hoàn thành,237021048298370,2026-07-06 14:10:48,2026-07-07 17:12:49,2026-07-06 14:10:12,VN_Torriden Official Store,436346871,Shopee Mall(CB),21771607962,"[Torriden Chính hãng] [SET] Serum và kem dưỡng làm dịu da DIVE IN, 50ml+100ml",220787297987,Normal Product,476751239660203_0_0,Sắc Đẹp,Bộ sản phẩm làm đẹp,,579600,1,XTRA Comm,,369323,,3.50%,12926.305,15.00%,55398.45,68324.755,12926.305,55398.45,68324.755,,0,0.00%,0,100.00%,68324.755,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060KK971D6,Hoàn thành,237021048298370,2026-07-06 14:10:48,2026-07-07 17:12:49,2026-07-06 14:10:12,VN_Torriden Official Store,436346871,Shopee Mall(CB),56613297473,[1 miếng] [Hàng Tặng Kèm Không Bán] Torriden Mặt nạ giấy dưỡng trắng sáng da CELLMAZING chứa Vitamin C,351151086455,Normal Product,476751239660203_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060J1NA5AE,Đang chờ xử lý,237019382264627,2026-07-06 13:43:10,,2026-07-06 13:41:43,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",415895631226,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,139080,1,Shopee Comm,,108484,,7.00%,7593.88,0.00%,0,7593.88,23871.12,0,23871.12,,0,0.00%,0,100.00%,23871.12,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060J1NA5AE,Đang chờ xử lý,237019382264627,2026-07-06 13:43:10,,2026-07-06 13:41:43,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",415895631210,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149060,1,Shopee Comm,,116266,,7.00%,8138.62,0.00%,0,8138.62,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060J1NA5AE,Đang chờ xử lý,237019382264627,2026-07-06 13:43:10,,2026-07-06 13:41:43,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",415895631214,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149060,1,Shopee Comm,,116266,,7.00%,8138.62,0.00%,0,8138.62,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060GWP7GNG,Hoàn thành,237018175264872,2026-07-06 13:23:03,2026-07-09 18:25:26,2026-07-06 13:22:50,SHINESELECT,1549055911,Preferred(Non-CB),43081123146,"Dép cross sandal đính nơ SHINESELECT ,Sục nữ đế cao 6cm tôn dáng chất liệu eva siêu nhẹ đi êm chân Mẫu Mới 2026-SC6C4",350960022907,Normal Product,,Giày Dép Nữ,Giày đế bằng,Giày sục & Giày búp bê,90000,1,XTRA Comm,,79200,,7.00%,5544,12.00%,9504,15048,5544,9504,15048,,0,0.00%,0,100.00%,15048,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060EBC5P56,Đang chờ xử lý,237015414254107,2026-07-06 12:36:55,,2026-07-06 12:36:48,Khiết Style,1556279052,Preferred(Non-CB),51962624166,Set áo tơ hoa lệch vai phối chân váy ngắn phong cách nhẹ nhàng bay bổng KS696,441097182739,Normal Product,,Thời Trang Nữ,Bộ,Khác,1157000,1,XTRA Comm,,1157000,,7.00%,50000,2.00%,23140,73140,50000,23140,73140,,0,0.00%,0,100.00%,73140,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060BMDBNAX,Hoàn thành,237012495263099,2026-07-06 11:48:23,2026-07-07 17:12:55,2026-07-06 11:47:56,VN_Torriden Official Store,436346871,Shopee Mall(CB),21771607962,"[Torriden Chính hãng] [SET] Serum và kem dưỡng làm dịu da DIVE IN, 50ml+100ml",220787297987,Normal Product,476751239660203_0_0,Sắc Đẹp,Bộ sản phẩm làm đẹp,,579600,1,XTRA Comm,,369323,,3.50%,12926.305,15.00%,55398.45,68324.755,12926.305,55398.45,68324.755,,0,0.00%,0,100.00%,68324.755,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2607060BMDBNAX,Hoàn thành,237012495263099,2026-07-06 11:48:23,2026-07-07 17:12:55,2026-07-06 11:47:56,VN_Torriden Official Store,436346871,Shopee Mall(CB),56613297473,[1 miếng] [Hàng Tặng Kèm Không Bán] Torriden Mặt nạ giấy dưỡng trắng sáng da CELLMAZING chứa Vitamin C,351151086455,Normal Product,476751239660203_0_0,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,0,1,Shopee Comm,,0,,3.50%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070608PN2WMH,Hoàn thành,237009350249166,2026-07-06 10:55:50,2026-07-09 16:37:41,2026-07-06 10:55:37,Yoonna Shop,44907038,Preferred(Non-CB),7463568338,Mặt nạ mắt Bioaqua HỘP 60 miếng tảo biển collagen vàng - Giảm Quầng Thâm - Nhăn Mắt - Bọng Mắt Chống Lão Hóa A144,31871331534,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sản phẩm dưỡng mắt,33220,2,Shopee Comm,,51440,,3.50%,1800.4,0.00%,0,1800.4,1800.4,0,1800.4,,0,0.00%,0,100.00%,1800.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26070607XV3ESE,Hoàn thành,237008552299450,2026-07-06 10:42:32,2026-07-09 23:23:21,2026-07-06 10:40:43,ponydz,1817278158,C2C(Non-CB),46510360271,Dây Đeo Điện Thoại Chéo Dây Dù Bện Có Khóa Điều Chỉnh Độ Dài - Dây Đeo Cổ Chống Rơi Mất Đa Năng Kèm Miếng Đệm Gắn Ốp,425907831244,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Khác,44602,1,XTRA Comm,,42371,,3.50%,1482.985,5.00%,2118.55,3601.535,1482.985,2118.55,3601.535,,0,0.00%,0,100.00%,3601.535,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,,,,,,Zalo
260706V7DHA3W9,Đang chờ xử lý,236970043231858,2026-07-06 00:00:43,,2026-07-04 23:33:37,HNDOOO.vn,985699683,C2C(CB),25822133106,2 Phong Cách Jujutsu Kaisen Gojo Satoru Nhân Vật Hành Động PVC Anime Mẫu 13cm Tượng Búp Bê Sưu Tập Đồ Chơi Trẻ Em Người Hâm Mộ B,157250516447,Normal Product,,Sở thích & Sưu tầm,Đồ Sưu Tầm,Mô hình nhân vật,38720,1,XTRA Comm,,30976,,3.50%,1084.16,7.00%,2168.32,3252.48,1084.16,2168.32,3252.48,,0,0.00%,0,100.00%,3252.48,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260706V60VQ85B,Đang chờ xử lý,236968545244026,2026-07-05 23:35:45,,2026-07-05 23:35:22,Linh Trà Official Store,63847836,Shopee Mall(Non-CB),29592899902,Váy Thiết Kế Bigsize [Linh Trà] (TM 3944) Đầm Trung Niên Dáng Dài Váy Xinh Đi Tiệc Đi Ăn Cưới Cho Mẹ,276954982629,Normal Product,,Thời Trang Nữ,Quần đùi,Quần váy,343500,1,XTRA Comm,,261170,,7.00%,18281.9,6.00%,15670.2,33952.1,18281.9,15670.2,33952.1,,0,0.00%,0,100.00%,33952.1,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260706V5V7W63B,Đang chờ xử lý,236968389209054,2026-07-05 23:33:10,,2026-07-05 23:32:40,THIỀU HOA OFFICIAL STORE,395466446,Shopee Mall(Non-CB),55502216804,"Đầm trung niên chất liệu Lụa Hàn thoải mái, ôm dáng tự nhiên thương hiệu Thiều Hoa DD5Y0707",325214654606,Normal Product,,Thời Trang Nữ,Đầm,,645000,1,XTRA Comm,,492000,,7.00%,34440,8.00%,39360,73800,34440,39360,73800,,0,0.00%,0,100.00%,73800,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UXF8ADTQ,Hoàn thành,236960437236442,2026-07-05 21:20:38,2026-07-09 17:56:40,2026-07-05 21:20:11,BestFoods,1208405355,C2C(Non-CB),24018963557,QUAKER [TÚI LỚN 1 Kg] YẾN MẠCH NGUYÊN CHẤT ĂN LIỀN [MALAYSIA] Instant Oatmeal (HALAL),137867751775,Normal Product,,Thực phẩm và đồ uống,Ngũ cốc & mứt,Ngũ cốc,175400,1,Shopee Comm,,154352,,3.50%,5402.32,0.00%,0,5402.32,5402.32,0,5402.32,,0,0.00%,0,100.00%,5402.32,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UW0UE7YJ,Hoàn thành,236958880224875,2026-07-05 20:54:40,2026-07-09 17:56:29,2026-07-05 20:53:49,WBED Home Store,1562512124,C2C(Non-CB),49253237890,"Cân tiểu ly điện tử 0.1g, Cân điện tử mini 0.1g, cân matcha ,cân trang sức 0.01g/3000g",118787250048,Normal Product,,Nhà cửa & Đời sống,Dụng cụ nhà bếp,Cân nhà bếp,109000,1,XTRA Comm,,75600,,3.50%,2646,10.00%,7560,10206,2646,7560,10206,,0,0.00%,0,100.00%,10206,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
